"ID","Adoption","Died","Euthanasia","Return_to_owner","Transfer"
"8780",0.986,0,0,0,0.014
"8781",0.904,0,0,0.034,0.062
"8782",0.926,0,0,0,0.074
"8783",0.988,0,0,0.012,0
"8784",0,0,0,0,1
"8785",0.448,0,0,0.552,0
"8786",0.022,0,0,0.898,0.08
"8787",0.022,0,0.034,0.476,0.468
"8788",0.912,0,0,0.088,0
"8789",0.346,0,0,0.652,0.002
"8790",0.098,0,0.028,0.008,0.866
"8791",0.056,0,0,0,0.944
"8792",0.106,0,0.16,0.018,0.716
"8793",0.98,0,0,0.02,0
"8794",0,0,0,0,1
"8795",0.25,0,0,0.748,0.002
"8796",0.002,0,0.072,0.002,0.924
"8797",0.958,0,0,0.042,0
"8798",0.064,0,0,0.586,0.35
"8799",0.096,0,0,0,0.904
"8800",1,0,0,0,0
"8801",0.996,0,0,0.004,0
"8802",0.878,0,0,0,0.122
"8803",0.982,0,0,0.018,0
"8804",0.08,0,0.014,0,0.906
"8805",0.834,0,0,0.166,0
"8806",0.89,0,0,0.102,0.008
"8807",0.952,0,0,0.048,0
"8808",0.236,0,0,0.764,0
"8809",0.982,0,0,0.018,0
"8810",0.892,0,0,0,0.108
"8811",0.024,0,0.26,0.024,0.692
"8812",1,0,0,0,0
"8813",0.204,0,0,0.792,0.004
"8814",0.272,0,0,0.728,0
"8815",0.058,0,0.006,0.34,0.596
"8816",0.986,0,0,0.008,0.006
"8817",0,0,0,0,1
"8818",0.936,0,0,0.012,0.052
"8819",0.864,0,0,0.136,0
"8820",0.888,0,0,0,0.112
"8821",0.028,0,0.002,0,0.97
"8822",1,0,0,0,0
"8823",0,0.006,0.014,0,0.98
"8824",0.22,0,0,0.778,0.002
"8825",0,0,0,0,1
"8826",0.124,0,0.178,0.002,0.696
"8827",0.204,0,0,0.792,0.004
"8828",0.43,0,0,0.57,0
"8829",0,0,0,0,1
"8830",0.982,0,0,0.018,0
"8831",0.952,0,0,0.048,0
"8832",1,0,0,0,0
"8833",0,0,0,0,1
"8834",0.042,0.002,0.004,0,0.952
"8835",0.622,0,0,0.004,0.374
"8836",0.15,0.002,0.03,0.03,0.788
"8837",0.508,0,0,0.492,0
"8838",0.758,0,0,0.23,0.012
"8839",0.958,0,0,0.042,0
"8840",0.994,0,0,0,0.006
"8841",0,0.006,0,0,0.994
"8842",0.026,0,0.03,0,0.944
"8843",0.068,0,0.012,0,0.92
"8844",0.018,0,0.006,0.396,0.58
"8845",1,0,0,0,0
"8846",0,0,0,0,1
"8847",0.986,0,0,0.012,0.002
"8848",0.902,0,0,0.088,0.01
"8849",0,0,0,0,1
"8850",0,0,0,0,1
"8851",0.034,0,0.018,0.002,0.946
"8852",0.908,0,0,0.092,0
"8853",0,0.02,0.62,0.002,0.358
"8854",0.878,0,0,0,0.122
"8855",1,0,0,0,0
"8856",0.068,0,0,0.796,0.136
"8857",0.036,0,0,0.008,0.956
"8858",0.96,0,0,0,0.04
"8859",0.068,0,0,0.108,0.824
"8860",0.952,0,0,0.048,0
"8861",0.05,0,0.008,0,0.942
"8862",0,0,0,0,1
"8863",0.076,0,0.004,0.184,0.736
"8864",0.06,0,0.01,0.682,0.248
"8865",0.866,0,0,0.134,0
"8866",0.22,0,0,0.778,0.002
"8867",0.03,0.002,0.606,0.028,0.334
"8868",0.866,0,0,0.134,0
"8869",1,0,0,0,0
"8870",1,0,0,0,0
"8871",0.622,0,0,0.004,0.374
"8872",0.984,0,0,0.016,0
"8873",0.996,0,0,0.002,0.002
"8874",0.696,0,0,0.004,0.3
"8875",0.386,0,0.006,0.07,0.538
"8876",0,0,0,0,1
"8877",1,0,0,0,0
"8878",0.97,0,0,0.03,0
"8879",0.98,0,0,0.02,0
"8880",0.614,0,0.08,0.022,0.284
"8881",0.272,0,0.006,0.712,0.01
"8882",0.826,0,0,0,0.174
"8883",0.956,0,0,0.044,0
"8884",0,0,0,0,1
"8885",0.98,0,0.008,0.006,0.006
"8886",0,0,0,0,1
"8887",1,0,0,0,0
"8888",0.036,0,0.004,0.062,0.898
"8889",0.952,0,0,0.048,0
"8890",0.024,0,0.016,0.704,0.256
"8891",0.716,0,0,0.062,0.222
"8892",0.022,0,0,0,0.978
"8893",0.236,0,0,0.758,0.006
"8894",0,0,0,0,1
"8895",1,0,0,0,0
"8896",0.068,0,0,0,0.932
"8897",0.908,0,0,0.092,0
"8898",0.952,0,0,0.048,0
"8899",0.92,0,0,0,0.08
"8900",1,0,0,0,0
"8901",0.854,0,0,0.098,0.048
"8902",0.99,0,0,0.002,0.008
"8903",0.026,0,0.042,0,0.932
"8904",0,0,0,0,1
"8905",1,0,0,0,0
"8906",0.674,0,0,0.072,0.254
"8907",0.952,0,0,0.048,0
"8908",0.952,0,0,0.048,0
"8909",1,0,0,0,0
"8910",0.94,0,0,0.036,0.024
"8911",1,0,0,0,0
"8912",0.96,0,0,0.006,0.034
"8913",0.06,0,0.01,0.682,0.248
"8914",0.27,0,0,0.73,0
"8915",1,0,0,0,0
"8916",0.71,0,0,0.062,0.228
"8917",0,0,0,0,1
"8918",0.956,0,0,0.044,0
"8919",0.022,0,0,0.646,0.332
"8920",0.866,0,0,0.134,0
"8921",0.878,0,0,0,0.122
"8922",0.666,0,0.002,0.206,0.126
"8923",0.986,0,0,0.014,0
"8924",0.918,0,0.002,0.006,0.074
"8925",1,0,0,0,0
"8926",0.55,0,0.002,0.06,0.388
"8927",0.908,0,0,0.092,0
"8928",1,0,0,0,0
"8929",0.958,0,0,0.042,0
"8930",1,0,0,0,0
"8931",0.866,0,0,0.134,0
"8932",0.94,0,0,0,0.06
"8933",0.018,0,0.046,0.47,0.466
"8934",0.434,0,0,0.562,0.004
"8935",0,0,0,0,1
"8936",0.288,0,0,0.712,0
"8937",0.972,0,0,0,0.028
"8938",0.948,0,0.002,0.006,0.044
"8939",0.218,0,0.006,0.774,0.002
"8940",0.992,0,0,0,0.008
"8941",0.988,0,0,0.012,0
"8942",0.908,0,0,0.092,0
"8943",0,0,0.004,0,0.996
"8944",0.034,0.002,0,0,0.964
"8945",0.758,0.002,0,0.038,0.202
"8946",1,0,0,0,0
"8947",0.964,0,0,0,0.036
"8948",0.946,0,0,0.052,0.002
"8949",1,0,0,0,0
"8950",0.034,0.004,0.03,0.002,0.93
"8951",0.288,0,0,0.712,0
"8952",0.732,0,0,0,0.268
"8953",0.208,0,0,0.79,0.002
"8954",0.01,0,0.004,0.002,0.984
"8955",0.044,0,0.08,0.016,0.86
"8956",0.236,0,0,0.764,0
"8957",0.508,0,0,0.492,0
"8958",0.982,0,0,0.018,0
"8959",0.986,0,0,0.008,0.006
"8960",0.73,0,0,0.044,0.226
"8961",1,0,0,0,0
"8962",0,0,0,0,1
"8963",0.296,0,0,0.704,0
"8964",1,0,0,0,0
"8965",0.888,0,0,0,0.112
"8966",1,0,0,0,0
"8967",1,0,0,0,0
"8968",0.084,0,0.02,0.094,0.802
"8969",1,0,0,0,0
"8970",0.952,0,0,0.048,0
"8971",0.766,0,0,0.006,0.228
"8972",0,0,0,0,1
"8973",1,0,0,0,0
"8974",0.956,0,0,0.044,0
"8975",1,0,0,0,0
"8976",1,0,0,0,0
"8977",0.064,0,0,0.586,0.35
"8978",1,0,0,0,0
"8979",0.88,0,0,0.062,0.058
"8980",0.998,0,0,0,0.002
"8981",1,0,0,0,0
"8982",0,0,0,0,1
"8983",0.986,0,0,0.014,0
"8984",0.27,0,0,0.73,0
"8985",0.628,0,0,0.072,0.3
"8986",0.026,0,0.316,0,0.658
"8987",0.986,0,0,0.014,0
"8988",0.972,0,0,0.018,0.01
"8989",0.952,0,0,0.048,0
"8990",0.004,0.002,0,0.136,0.858
"8991",0.98,0,0,0.02,0
"8992",0.292,0,0,0.708,0
"8993",0,0,0,0,1
"8994",0.032,0.002,0.016,0,0.95
"8995",0.952,0,0,0.048,0
"8996",0.012,0,0,0,0.988
"8997",0.004,0.002,0,0,0.994
"8998",0.002,0,0.454,0.004,0.54
"8999",0.346,0,0,0.654,0
"9000",0.044,0,0.074,0.056,0.826
"9001",0.12,0,0,0.002,0.878
"9002",0.976,0,0,0.024,0
"9003",0.98,0,0,0.02,0
"9004",1,0,0,0,0
"9005",0.906,0,0,0,0.094
"9006",0.894,0,0,0.096,0.01
"9007",0,0,0,0,1
"9008",0.346,0,0,0.654,0
"9009",0.068,0,0,0.27,0.662
"9010",0.002,0,0,0.028,0.97
"9011",1,0,0,0,0
"9012",0.96,0,0,0,0.04
"9013",0,0,0,0,1
"9014",0.018,0,0.034,0.77,0.178
"9015",0.732,0,0,0,0.268
"9016",0.732,0,0,0,0.268
"9017",0.982,0,0,0.006,0.012
"9018",0.076,0,0,0.308,0.616
"9019",0,0,0,0,1
"9020",0.908,0,0.002,0.04,0.05
"9021",0.98,0,0,0.02,0
"9022",0.774,0,0,0.066,0.16
"9023",0.866,0,0,0.134,0
"9024",0.998,0,0,0,0.002
"9025",0.968,0,0,0,0.032
"9026",0.958,0,0,0,0.042
"9027",0.038,0,0.016,0,0.946
"9028",1,0,0,0,0
"9029",0.02,0,0.008,0.348,0.624
"9030",0.176,0.034,0.016,0.002,0.772
"9031",0.884,0,0,0.004,0.112
"9032",0.964,0,0,0.034,0.002
"9033",1,0,0,0,0
"9034",1,0,0,0,0
"9035",0.96,0,0,0,0.04
"9036",0.292,0,0,0.708,0
"9037",0.082,0,0,0,0.918
"9038",0.254,0,0,0.746,0
"9039",0.766,0,0,0.006,0.228
"9040",0.036,0,0.04,0.006,0.918
"9041",0.962,0,0,0,0.038
"9042",0.028,0,0,0,0.972
"9043",0.252,0,0.248,0.092,0.408
"9044",0.21,0,0,0.786,0.004
"9045",0.798,0,0,0,0.202
"9046",0.996,0,0,0,0.004
"9047",0.266,0,0,0.734,0
"9048",0.984,0,0,0.016,0
"9049",0.844,0,0.01,0.06,0.086
"9050",0.05,0,0.016,0.032,0.902
"9051",0.642,0,0,0,0.358
"9052",0.396,0,0.002,0.586,0.016
"9053",0,0,0,0,1
"9054",1,0,0,0,0
"9055",0.952,0,0,0.048,0
"9056",0.91,0,0,0.09,0
"9057",0.586,0,0,0.046,0.368
"9058",0.98,0,0,0.02,0
"9059",0.01,0,0,0,0.99
"9060",0.246,0,0,0.748,0.006
"9061",0.05,0,0.016,0.032,0.902
"9062",0.916,0,0,0.084,0
"9063",1,0,0,0,0
"9064",0.694,0,0.002,0.058,0.246
"9065",0.288,0,0.172,0.126,0.414
"9066",0.028,0,0,0,0.972
"9067",0.248,0,0.096,0.124,0.532
"9068",0.022,0,0,0.328,0.65
"9069",0.058,0,0.296,0.094,0.552
"9070",0.03,0,0.442,0.054,0.474
"9071",0.272,0,0,0.728,0
"9072",0.296,0,0,0.704,0
"9073",1,0,0,0,0
"9074",0.64,0,0,0.046,0.314
"9075",0.116,0,0,0.008,0.876
"9076",0.96,0,0,0,0.04
"9077",0,0,0,0,1
"9078",0.05,0,0,0,0.95
"9079",1,0,0,0,0
"9080",1,0,0,0,0
"9081",0,0,0,0,1
"9082",1,0,0,0,0
"9083",0.346,0,0,0.654,0
"9084",0.814,0,0,0.138,0.048
"9085",0.936,0,0,0.042,0.022
"9086",0.064,0,0.004,0.196,0.736
"9087",0.988,0,0,0.004,0.008
"9088",1,0,0,0,0
"9089",0.188,0,0,0.812,0
"9090",0.64,0,0,0,0.36
"9091",1,0,0,0,0
"9092",0.018,0,0.008,0.874,0.1
"9093",0.764,0,0,0.074,0.162
"9094",1,0,0,0,0
"9095",0.038,0,0.006,0.836,0.12
"9096",0.98,0,0,0.02,0
"9097",1,0,0,0,0
"9098",0.022,0,0,0,0.978
"9099",0,0,0,0,1
"9100",1,0,0,0,0
"9101",0.988,0,0,0.012,0
"9102",0.208,0.008,0.006,0.01,0.768
"9103",0.882,0,0,0,0.118
"9104",0.98,0,0,0.02,0
"9105",0.908,0,0,0.092,0
"9106",0.956,0,0,0.044,0
"9107",0,0,0,0,1
"9108",0.732,0,0.054,0.184,0.03
"9109",0.004,0,0,0.002,0.994
"9110",1,0,0,0,0
"9111",0.952,0,0,0.048,0
"9112",0.988,0,0,0.012,0
"9113",0.634,0,0,0.036,0.33
"9114",0.876,0,0,0.024,0.1
"9115",1,0,0,0,0
"9116",0.904,0,0,0.034,0.062
"9117",0.232,0,0,0.726,0.042
"9118",0.684,0,0,0.06,0.256
"9119",0.034,0,0,0,0.966
"9120",0.834,0,0,0.142,0.024
"9121",0.972,0,0,0.018,0.01
"9122",0.984,0,0,0.004,0.012
"9123",0,0,0,0,1
"9124",0.058,0,0,0,0.942
"9125",1,0,0,0,0
"9126",0.034,0,0.018,0.002,0.946
"9127",0.978,0,0,0.012,0.01
"9128",0,0,0,0,1
"9129",0.194,0,0,0.806,0
"9130",0.056,0,0,0,0.944
"9131",0,0,0.008,0,0.992
"9132",0.776,0,0.056,0.116,0.052
"9133",0.958,0,0,0,0.042
"9134",0.862,0,0,0.054,0.084
"9135",0.216,0,0.002,0.756,0.026
"9136",0.972,0,0,0,0.028
"9137",0,0,0,0,1
"9138",0.292,0,0,0.708,0
"9139",0,0.004,0,0,0.996
"9140",0.998,0,0,0,0.002
"9141",0.98,0,0,0.02,0
"9142",0.018,0,0.018,0.864,0.1
"9143",0,0,0,0,1
"9144",0.01,0,0,0,0.99
"9145",0.022,0,0.014,0.822,0.142
"9146",0.206,0,0,0.792,0.002
"9147",0.38,0,0,0.066,0.554
"9148",0.828,0,0.038,0.094,0.04
"9149",0.068,0,0,0.024,0.908
"9150",0,0,0,0,1
"9151",0.448,0,0,0.552,0
"9152",0.872,0,0.002,0.072,0.054
"9153",1,0,0,0,0
"9154",0,0,0,0,1
"9155",0.114,0,0,0,0.886
"9156",0,0,0,0,1
"9157",0,0,0.058,0,0.942
"9158",0.896,0,0,0.004,0.1
"9159",0.964,0,0,0,0.036
"9160",0.97,0,0,0,0.03
"9161",0,0,0,0,1
"9162",0.964,0,0,0,0.036
"9163",0.09,0,0.002,0.002,0.906
"9164",0.158,0.002,0.002,0,0.838
"9165",0.056,0,0,0,0.944
"9166",0.01,0,0.002,0,0.988
"9167",0.448,0,0,0.552,0
"9168",1,0,0,0,0
"9169",0.98,0,0,0.02,0
"9170",0.188,0,0,0.812,0
"9171",0,0,0,0,1
"9172",0.898,0,0,0.1,0.002
"9173",0,0,0.004,0,0.996
"9174",0.998,0,0,0,0.002
"9175",0.832,0.002,0,0.08,0.086
"9176",0.43,0,0,0.57,0
"9177",0,0,0,0,1
"9178",0,0,0,0,1
"9179",0.97,0,0,0,0.03
"9180",0.986,0,0,0.014,0
"9181",1,0,0,0,0
"9182",0.22,0,0,0.78,0
"9183",0.554,0,0.004,0.006,0.436
"9184",0.074,0,0,0.004,0.922
"9185",0.764,0,0,0.146,0.09
"9186",0.904,0,0,0,0.096
"9187",1,0,0,0,0
"9188",0.168,0.012,0.002,0.002,0.816
"9189",0.006,0,0.688,0.09,0.216
"9190",1,0,0,0,0
"9191",1,0,0,0,0
"9192",0,0,0,0,1
"9193",1,0,0,0,0
"9194",0.936,0,0,0,0.064
"9195",0,0,0,0,1
"9196",0.29,0,0,0.702,0.008
"9197",0.634,0,0,0.006,0.36
"9198",0.998,0,0,0,0.002
"9199",1,0,0,0,0
"9200",1,0,0,0,0
"9201",0.11,0,0.02,0,0.87
"9202",0.758,0,0.032,0.1,0.11
"9203",0,0,0,0,1
"9204",0.178,0,0,0.818,0.004
"9205",0.056,0,0.018,0.856,0.07
"9206",0.776,0,0.056,0.116,0.052
"9207",1,0,0,0,0
"9208",0,0,0,0,1
"9209",0.272,0,0,0.728,0
"9210",0.008,0,0,0,0.992
"9211",0.998,0,0,0,0.002
"9212",0.98,0,0,0.02,0
"9213",0,0,0,0.006,0.994
"9214",0.906,0,0,0,0.094
"9215",0.156,0,0,0,0.844
"9216",0.91,0,0,0.09,0
"9217",0.816,0,0,0.034,0.15
"9218",0.034,0,0,0,0.966
"9219",1,0,0,0,0
"9220",0.2,0,0,0.794,0.006
"9221",0.068,0,0,0.796,0.136
"9222",0.054,0,0.082,0,0.864
"9223",0.934,0,0,0,0.066
"9224",0.02,0,0.012,0.618,0.35
"9225",0.076,0,0.008,0,0.916
"9226",0.088,0,0.002,0.15,0.76
"9227",0.866,0,0,0.134,0
"9228",0.89,0,0,0,0.11
"9229",0.96,0,0,0,0.04
"9230",0,0,0,0,1
"9231",0.004,0,0,0,0.996
"9232",0.01,0,0,0,0.99
"9233",0.21,0,0,0.786,0.004
"9234",1,0,0,0,0
"9235",0.074,0,0,0.31,0.616
"9236",0.878,0,0,0.122,0
"9237",0.832,0,0,0,0.168
"9238",0.864,0,0,0.136,0
"9239",0.056,0,0,0,0.944
"9240",0.036,0,0.004,0.062,0.898
"9241",0.08,0,0,0,0.92
"9242",0.958,0,0,0,0.042
"9243",1,0,0,0,0
"9244",1,0,0,0,0
"9245",0,0,0,0,1
"9246",1,0,0,0,0
"9247",0.43,0,0,0.57,0
"9248",0.208,0,0,0.79,0.002
"9249",0.254,0,0,0.746,0
"9250",0.842,0,0,0.002,0.156
"9251",0,0,0,0,1
"9252",1,0,0,0,0
"9253",0.508,0,0,0.002,0.49
"9254",0,0,0,0,1
"9255",0.732,0,0,0,0.268
"9256",0.004,0,0,0.054,0.942
"9257",0.958,0,0,0,0.042
"9258",1,0,0,0,0
"9259",0.026,0.01,0.042,0,0.922
"9260",0,0,0,0,1
"9261",0.194,0,0,0.806,0
"9262",0.022,0,0.074,0.454,0.45
"9263",0.982,0,0,0.018,0
"9264",0.83,0,0,0.012,0.158
"9265",1,0,0,0,0
"9266",0.996,0,0.002,0,0.002
"9267",0,0,0,0,1
"9268",0.068,0,0.004,0.108,0.82
"9269",0.958,0,0,0,0.042
"9270",0.98,0,0,0.02,0
"9271",0.958,0,0,0,0.042
"9272",0,0,0,0,1
"9273",0,0,0,0,1
"9274",1,0,0,0,0
"9275",0.974,0,0,0.026,0
"9276",1,0,0,0,0
"9277",0.866,0,0,0.134,0
"9278",0.998,0,0,0,0.002
"9279",0.89,0.002,0.022,0.042,0.044
"9280",0.97,0,0,0.03,0
"9281",1,0,0,0,0
"9282",0.864,0,0,0.136,0
"9283",0.99,0,0,0,0.01
"9284",0.346,0,0,0.654,0
"9285",0.694,0,0,0.042,0.264
"9286",0.068,0,0.002,0.246,0.684
"9287",0.94,0,0,0,0.06
"9288",0.206,0,0,0.792,0.002
"9289",0.04,0.02,0.004,0,0.936
"9290",0.258,0,0,0.742,0
"9291",0.396,0,0,0.604,0
"9292",0.236,0,0,0.764,0
"9293",1,0,0,0,0
"9294",0.222,0,0,0.75,0.028
"9295",0.996,0,0,0,0.004
"9296",1,0,0,0,0
"9297",0,0,0,0,1
"9298",0.998,0,0,0,0.002
"9299",0.004,0,0.588,0.026,0.382
"9300",0,0,0,0,1
"9301",1,0,0,0,0
"9302",0.23,0,0.03,0.74,0
"9303",0.692,0,0,0.058,0.25
"9304",0.986,0,0,0,0.014
"9305",0.066,0,0.088,0.058,0.788
"9306",0.006,0,0,0,0.994
"9307",0.98,0,0,0.014,0.006
"9308",0.448,0,0,0.552,0
"9309",0.448,0,0,0.552,0
"9310",0,0,0,0,1
"9311",0.816,0,0.002,0.074,0.108
"9312",0.05,0,0,0,0.95
"9313",0.014,0,0.376,0.046,0.564
"9314",0.346,0,0,0.654,0
"9315",0.986,0,0,0.014,0
"9316",0.056,0,0,0,0.944
"9317",0.244,0,0,0.754,0.002
"9318",0.012,0,0.002,0,0.986
"9319",0.946,0,0,0.034,0.02
"9320",0.94,0,0,0,0.06
"9321",0.982,0,0,0.018,0
"9322",0.864,0,0,0.136,0
"9323",0.662,0,0.018,0.136,0.184
"9324",0.018,0,0.022,0.7,0.26
"9325",1,0,0,0,0
"9326",0.198,0,0,0.802,0
"9327",0.98,0,0,0.02,0
"9328",0.982,0,0,0.018,0
"9329",0.322,0,0,0.678,0
"9330",0.952,0,0,0.048,0
"9331",0.742,0,0,0.132,0.126
"9332",0.082,0,0,0,0.918
"9333",0,0,0,0,1
"9334",0.232,0,0.126,0.058,0.584
"9335",0.966,0,0,0.034,0
"9336",0.98,0,0,0.02,0
"9337",0.962,0,0,0.038,0
"9338",0.968,0,0,0,0.032
"9339",0.056,0,0.004,0.014,0.926
"9340",0.98,0,0,0.02,0
"9341",0.06,0,0,0.146,0.794
"9342",0.998,0,0,0,0.002
"9343",0.924,0,0,0.002,0.074
"9344",0.444,0,0,0.556,0
"9345",1,0,0,0,0
"9346",0.056,0,0,0,0.944
"9347",0.206,0,0,0.794,0
"9348",0.006,0,0,0,0.994
"9349",0.266,0,0,0.734,0
"9350",0.054,0,0,0,0.946
"9351",0.97,0,0,0.03,0
"9352",0.104,0,0,0,0.896
"9353",1,0,0,0,0
"9354",0.758,0,0,0.23,0.012
"9355",0.996,0,0,0,0.004
"9356",0.08,0,0,0,0.92
"9357",0.988,0,0,0.012,0
"9358",0.962,0,0,0.038,0
"9359",0.034,0,0.126,0.016,0.824
"9360",0,0,0,0,1
"9361",0.036,0,0.546,0.032,0.386
"9362",0.884,0,0,0.116,0
"9363",0.052,0,0,0,0.948
"9364",1,0,0,0,0
"9365",0.256,0,0,0.744,0
"9366",0.888,0,0,0.09,0.022
"9367",0.006,0,0.002,0,0.992
"9368",0.954,0,0,0.026,0.02
"9369",0.832,0,0.002,0,0.166
"9370",0.014,0,0.364,0.014,0.608
"9371",0.074,0,0,0.31,0.616
"9372",0.01,0.01,0.57,0.032,0.378
"9373",1,0,0,0,0
"9374",0,0,0,0,1
"9375",0.944,0,0,0.054,0.002
"9376",0.866,0,0,0.134,0
"9377",0.894,0,0,0.018,0.088
"9378",0.074,0,0,0.576,0.35
"9379",0.89,0,0,0,0.11
"9380",0.96,0,0,0,0.04
"9381",0.094,0,0.09,0,0.816
"9382",0.98,0,0,0.02,0
"9383",0.022,0,0.002,0.392,0.584
"9384",0.89,0,0,0,0.11
"9385",0.888,0,0,0.09,0.022
"9386",0.508,0,0,0.492,0
"9387",0.926,0,0.002,0.004,0.068
"9388",0.96,0,0,0,0.04
"9389",0.014,0,0.332,0.03,0.624
"9390",0.982,0,0,0.018,0
"9391",0.49,0,0,0.004,0.506
"9392",0.194,0.006,0.012,0.03,0.758
"9393",0.958,0,0,0.042,0
"9394",0,0,0,0,1
"9395",0.996,0,0,0.004,0
"9396",0.07,0,0.012,0.426,0.492
"9397",0.934,0,0,0,0.066
"9398",1,0,0,0,0
"9399",0.966,0,0,0.034,0
"9400",1,0,0,0,0
"9401",0,0,0,0,1
"9402",0.956,0,0,0.044,0
"9403",0.98,0,0,0.02,0
"9404",0.892,0,0,0.058,0.05
"9405",1,0,0,0,0
"9406",0.696,0,0,0.004,0.3
"9407",0.798,0,0.018,0.118,0.066
"9408",0.958,0,0,0.042,0
"9409",1,0,0,0,0
"9410",0.2,0,0,0.798,0.002
"9411",0,0,0,0,1
"9412",0.14,0,0,0,0.86
"9413",0.746,0,0,0.084,0.17
"9414",1,0,0,0,0
"9415",0.034,0,0,0,0.966
"9416",0.076,0,0.04,0.19,0.694
"9417",0.23,0,0,0.718,0.052
"9418",1,0,0,0,0
"9419",0.994,0,0,0.006,0
"9420",1,0,0,0,0
"9421",0.83,0,0,0,0.17
"9422",0.074,0,0,0.31,0.616
"9423",0.218,0,0,0.78,0.002
"9424",0.98,0,0,0.02,0
"9425",0,0,0,0,1
"9426",0.958,0,0,0.042,0
"9427",1,0,0,0,0
"9428",0.064,0,0,0.602,0.334
"9429",0,0,0,0,1
"9430",0.976,0,0,0.024,0
"9431",0.068,0,0,0.6,0.332
"9432",0.064,0,0,0.008,0.928
"9433",0.43,0,0,0.57,0
"9434",0.012,0,0.02,0,0.968
"9435",0.982,0,0,0.018,0
"9436",0.194,0,0.238,0.072,0.496
"9437",0,0,0,0,1
"9438",1,0,0,0,0
"9439",0.986,0,0,0.014,0
"9440",0.45,0,0,0.018,0.532
"9441",0,0,0,0,1
"9442",0.042,0,0.496,0.018,0.444
"9443",1,0,0,0,0
"9444",0.958,0,0,0.042,0
"9445",0.074,0,0,0.586,0.34
"9446",0.508,0,0,0.492,0
"9447",0.98,0,0,0.02,0
"9448",0.982,0,0,0.018,0
"9449",0.002,0,0,0.002,0.996
"9450",1,0,0,0,0
"9451",0.628,0,0,0.058,0.314
"9452",0.322,0,0,0.678,0
"9453",0.018,0,0.002,0.364,0.616
"9454",0.272,0,0.006,0.712,0.01
"9455",0.98,0,0,0.02,0
"9456",0.752,0,0,0.082,0.166
"9457",0,0,0,0,1
"9458",0.878,0,0,0,0.122
"9459",0.642,0,0.114,0.086,0.158
"9460",0.98,0,0,0.02,0
"9461",0.018,0,0,0.848,0.134
"9462",0.902,0.002,0.004,0.04,0.052
"9463",0.398,0,0,0.602,0
"9464",0.068,0,0,0.27,0.662
"9465",1,0,0,0,0
"9466",0.004,0,0,0.004,0.992
"9467",0.984,0,0,0.016,0
"9468",0.972,0,0,0,0.028
"9469",0.036,0,0.018,0.906,0.04
"9470",0,0,0,0,1
"9471",0.732,0,0,0,0.268
"9472",0.722,0,0.016,0.152,0.11
"9473",0.146,0,0,0.854,0
"9474",0,0.01,0,0,0.99
"9475",0.122,0,0.024,0.004,0.85
"9476",0.45,0,0.036,0.064,0.45
"9477",0.84,0,0,0.068,0.092
"9478",0.614,0,0.08,0.022,0.284
"9479",0.882,0,0,0.02,0.098
"9480",0.89,0,0,0,0.11
"9481",0,0,0,0,1
"9482",0.14,0,0,0,0.86
"9483",0.186,0,0.02,0.794,0
"9484",0,0,0,0,1
"9485",0.02,0,0.016,0.916,0.048
"9486",0.956,0,0,0.044,0
"9487",0.972,0,0,0,0.028
"9488",0.188,0,0,0.812,0
"9489",0.936,0,0,0,0.064
"9490",0.22,0,0,0.778,0.002
"9491",0.768,0,0.002,0.006,0.224
"9492",0.83,0,0,0.012,0.158
"9493",0.91,0,0,0.09,0
"9494",0.068,0,0.002,0,0.93
"9495",0.444,0,0,0.556,0
"9496",0.022,0,0,0,0.978
"9497",0.26,0,0,0,0.74
"9498",0.292,0,0,0.708,0
"9499",0.984,0,0,0,0.016
"9500",0.882,0,0,0.114,0.004
"9501",0.034,0,0,0,0.966
"9502",0.054,0,0.012,0.844,0.09
"9503",0.036,0,0.002,0.002,0.96
"9504",0.982,0,0,0.018,0
"9505",0.98,0,0,0,0.02
"9506",0.02,0,0.006,0.894,0.08
"9507",0.758,0,0,0.23,0.012
"9508",0.996,0,0,0,0.004
"9509",0.008,0,0,0,0.992
"9510",1,0,0,0,0
"9511",0.056,0,0,0,0.944
"9512",1,0,0,0,0
"9513",0.762,0,0.002,0.076,0.16
"9514",0.412,0,0,0.576,0.012
"9515",0.184,0,0,0.808,0.008
"9516",0.258,0,0,0.742,0
"9517",0,0,0,0,1
"9518",0.032,0,0,0,0.968
"9519",0.19,0,0,0.81,0
"9520",0.034,0.002,0.012,0,0.952
"9521",0.024,0,0,0.456,0.52
"9522",0.98,0,0,0.02,0
"9523",0.3,0,0,0.7,0
"9524",0.364,0,0,0.636,0
"9525",0.998,0,0,0,0.002
"9526",0.956,0,0,0.044,0
"9527",0.942,0,0,0,0.058
"9528",0.97,0,0,0,0.03
"9529",0.272,0,0,0.728,0
"9530",0.064,0,0,0.586,0.35
"9531",1,0,0,0,0
"9532",0.96,0,0,0,0.04
"9533",0.958,0,0,0,0.042
"9534",0,0,0,0,1
"9535",0.188,0,0,0.812,0
"9536",1,0,0,0,0
"9537",0.022,0,0.536,0.006,0.436
"9538",0.272,0,0,0.728,0
"9539",0.184,0,0.018,0.794,0.004
"9540",0.988,0,0,0.012,0
"9541",0.006,0,0.496,0.056,0.442
"9542",0.98,0,0,0.02,0
"9543",0.884,0,0,0.004,0.112
"9544",0.034,0,0,0.022,0.944
"9545",0.028,0,0,0,0.972
